additives_tags,brands,carbohydrates_100g,categories,countries,ecoscore_grade,energy_100g,fat_100g,fiber_100g,ingredients_text,labels,manufacturing_places,nutriscore_grade,origins,packaging,packaging_tags,product_name,proteins_100g,salt_100g,saturated-fat_100g,stores,sugars_100g
"['en:e14xx', 'en:e202', 'en:e440']",Hacendado,12.3,"Bebidas, Lácteos, Comidas fermentadas, Postres, Productos fermentados de la leche, Postres lácteos, Bebida lácteas, en:Fermented dairy desserts, Bebidas fermentadas, Bebidas de leche fermentada, Yogures, Yogures para beber",España,d,318.0,1.9,,"Leche pasteurizada parcialmente desnatada (Origen: España), agua, azúcar, jarabe de glucosa y fructosa fruta (1,4%) (pulpa de piña (1,12%) y pulpa de coco (0,28%)), sólidos lácteos, leche en polvo desnatada, almidón modificado de maiz, aromas, estabilizante (pectina), fermentos lácticos, conservador (sorbato potásico).",Sin gluten,,e,,,[],Leche Fermentada Para Beber Con Piña Y Coco,2.3,0.12,1.4,"Mercadona, Hacendado",11.7
"['en:e296', 'en:e300', 'en:e330', 'en:e331', 'en:e331iii', 'en:e960']",Lipton,4.6,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons édulcorées, Boissons au thé, Thés glacés, Thés glacés saveur pêche, Boissons avec sucre ajouté",France,c,82.0,0.0,,"Eau,sucre,fructose,acidifiants (acide citrique, acide malique),extrait de thé noir⁽¹⁾ (1,2 g/l),jus de pêche à base de concentré (0,1%),correcteur d'acidité (citrate trisodique),arômes,antioxydant (acide ascorbique),édulcorant (glycosides de stéviol),⁽¹⁾Vérifié Rainforest Alliance.","Peu ou pas de sucre, Peu de sucre, Sans conservateurs, Allégé en sucre, Moins 30% de sucre, Point Vert, Sans colorants, Rainforest Alliance, Triman",,d,,"Plastique, Bouteille","['en:plastic', 'en:bottle']",Lipton Ice Tea saveur pêche 25 cl,0.0,0.01,0.0,,4.5
"['en:e101', 'en:e101i', 'en:e150', 'en:e330', 'en:e331', 'en:e504', 'en:e504i']","Red Bull,",11.0,"Boissons, Boissons énergisantes, en:Boissons, en:Boissons avec sucre ajouté, en:Boissons gazeuses, en:Boissons sans alcool, en:Boissons énergisantes","France,",not-applicable,192.0,0.0,0.0,"Eau gazéifiée, saccharose, glucose, correcteurs d'acidité (citrates de sodium, carbonate de magnésium), acidifiant (acide citrique), Taurine (0,4 %), Caféine (0,3% ), inositol, vitamines (niacine, acide pantothénique, vitamine B6, sanga chal di
 Vitamine B12), arômes, colorants (caramel, riboflavine)","en:Deconseille-aux-enfants, en:Déconseillé aux enfants et aux femmes enceintes, en:Déconseillé aux femmes enceintes, en:Déconseillé à certaines catégories de personnes",,e,,"Canette Aluminium,",['en:canette-aluminium'],Boisson énergisante,0.0,0.1,0.0,"Auchan,carrefour.fr,",11.0
"['en:e160a', 'en:e202', 'en:e211', 'en:e290', 'en:e296', 'en:e330', 'en:e331', 'en:e401', 'en:e414', 'en:e415', 'en:e955']",Monster,12.0,"Getränke, Alkoholfreie Getränke, Energy-Drinks, Gezuckerte Getränke","Deutschland,en:germany",not-applicable,203.0,0.0,0.0,"Wasser, 9% Fruchtsaft aus Fruchtsaftkonzentraten (Mango, Guave, Weiße Traube, Apfel, Ananas, Orange, Aprikose, Pfirsich, Passionsfrucht, Zitrone), Zucker, Glukosesirup, Kohlensäure, Säuerungsmittel (Citronensäure, Apfelsäure), Taurin (0,4%), Aromen, Säureregulatoren (Kaliumcitrate, Natriumcitrate), Konservierungsstoffe (Kaliumsorbat, Natriumbenzoat), Koffein (0,03%), Farbstoff (Carotin), Süßungsmittel (Sucralose), Vitaminmischung (Nicotinamid, Vitamin B6, Riboflavin, Vitamin B12), Stabilisatoren (Xanthan, Natriumalginat, Gummi Arabicum), L-Carnitin-L-Tartrat (0,004%), Inosit (0,002%), Frucht - und Gemüsekonzentrate (Traube, Karotte und Süßkartoffel)",,,e,Irland,Metalldose,['de:metalldose'],Juiced Mango Loco,0.0,0.05,0.0,"Rewe,Globus,Penny",11.0
"['en:e101', 'en:e101i', 'en:e418']",Alpro,2.7,"Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Legume-based drinks,Soy-based drinks","Finland,France,Germany,New Zealand",a,177.0,1.9,0.6,"Soijapohja (96%) (vesi, kuoritut soijapavut (8,7%)], omenauute, nappamuudensäätöaineet (kaliumfosfaatit), kalsiumkarbonaatti, merisuola, stabilointiaine (gellaanikumi), vitamiinit (B2, B12, D2)","Low or no sugar,Low sugar,Vegetarian,Vegan,Certified B Corporation,No lactose,Nutriscore,Nutriscore Grade A,fi:Foamable",,a,,"Tetra Pak,Tetra Brik Aseptic,fi:1 l","['en:multilayer-composite', 'en:tetra-pak', 'en:tetra-brik-aseptic', 'fi:1-l']",Barista soya,3.3,0.1,0.3,Kaufland,2.5
"['en:e290', 'en:e300', 'en:e330']",Force 4,6.7,"Boissons, Boissons sans alcool, Bières sans alcool",France,c,126.0,0.0,,"Eau gazéifiée (eau, CO2), sucre, MALT D'ORGE, BLE, sirop de glucose, MALT DE BLE, extrait de houblon, arome naturel, acidifiant acide citrique (E330), antioxydant : acide ascorbique",Triman,,e,,Bottle,['en:bottle'],Force 4 25 cl Force 4 0.4 DEGRE ALCOOL,0.0,0.01,0.0,,6.5
[],"danone,Actimel",10.8,"Boissons, Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Boissons lactées, Desserts lactés fermentés, Boissons fermentées, Yaourts, Boissons lactées fermentées, Yaourts à boire","France,Espagne",d,307.0,1.6,,"Lait fermenté avec lactobacillus casei, sucre, liquide (saccharose : 7,3%), dextrose (0,6%), vitamines D et B6","Nutriscore, Nutriscore B",,e,,Bouteille,['en:bottle'],Actimel original nature,3.0,0.1,1.0,,10.8
['en:e330'],Dash,0.1,"Beverages, Carbonated drinks, Waters, Carbonated waters, en:flavored-waters",Belgium,not-applicable,6.0,0.0,,"Eau De Source Gazeuse, Extraits De Framboise, Arômes Naturels, Acide Citrique","Peu ou pas de sucre, Sans édulcorant artificiel, Sans sucre",,b,,"Can, en:aluminium-can","['en:can', 'en:aluminium-can']",British Sparkling Spring Water Raspberries,0.0,0.0,0.0,,0.0
"['en:e163', 'en:e202', 'en:e296', 'en:e330', 'en:e331', 'en:e950', 'en:e955']",Robertsons,,"Beverages, Instant beverages, Fruit juice concentrates",en:france,unknown,25.0,0.0,,"water, fruit juices from concentrate 10% ( apple 9%, strawberry 0.3%, plum, blackcurrant, cherry 0.1%), acids (citric acid, malic acid), refined barley flour (1%), acidity regulator (sodium citrate), sweeteners (acesulfame K, sucralose), preservatives (potassium sorbate, sodium metabisulphate), Vitamins (C, niacin, B6, D), natural flavouring,  carrot concentrate, natural colour (anthocyanins).",,,unknown,,"en:pet-bottle, en:pet-cap","['en:pet-bottle', 'en:pet-cap']",Robertsons Fruit & Barley Summer Fruits,,0.08,0.0,,0.0
"['en:e322', 'en:e322i', 'en:e418']","Marque repère NAT & Vie, Marque Repère, Nat&Vie",0.2,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Substituts de produits laitiers, Surgelés, Substituts du lait, Fruits à coques et dérivés, Boissons à base de végétaux, Boissons végétales, Boissons végétales de fruits à coque, Laits d'amande",en:fr,b,49.0,1.1,0.5,"Eau ; amande 2 % ; carbonate de calcium ; sel marin ; émulsifiant : lécithines (tournesol) ; stabilisant : gomme gellane ; vitamines : B2(riboflavine), B12, D, E.","Sans sucre ajouté, Nutriscore, Nutriscore B",,b,,Brique,['en:brick'],Nat&vie,0.5,0.12,0.1,Leclerc,0.1
[],Solevita,5.8,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits","France,Allemagne",d,136.0,0.5,0.2,"51% jus d'orange, 30% jus de gingembre, 17% jus de citron, 2% jus de curcuma.","Bio, Végétarien, Bio européen, Végétalien, AT-BIO-301, Union Végétarienne Européenne, Nutriscore, Nutriscore B, Triman",,c,Union Européenne et Non Union Européenne,Dose,['en:can'],Ginger Turmeric Shot,0.5,0.01,0.1,lidl,5.7
"['en:e133', 'en:e290', 'en:e330', 'en:e331', 'en:e444', 'en:e445']",Red Bull,11.0,"Getränke, Energy-Drinks, Gezuckerte Getränke","Deutschland,en:germany",not-applicable,191.0,0.0,,"Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulator (Natriumcitrate), Koffein (0,03%), Vitamine Niacin, Pantothensäure, B6, B12), Aromen, Stabilisatoren (Glycerinester aus Wurzelharz, Saccharoseacetatisobutyrat), Farbstoffe (Zuckerkulor, Brillantblau FCF),",,Fuschl am See,e,,1 ALU Dose,['de:1-alu-dose'],Red Bull Kokos Blaubeere,0.0,0.1,0.0,"REWE,Netto MD,Lidl",11.0
"['en:e322', 'en:e322i', 'en:e418', 'en:e501', 'en:e501i']",Mighty Pea,0.1,"Plant-based foods and beverages,Beverages,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,plant based milk substitut",United Kingdom,unknown,113.0,1.9,0.1,"Water, Pea Protein (4%), Sunflower Oil, Calcium Carbonate, Tapioca Starch, Natural Flavourings, Emulsifier (Sunflower Lecithin), Sea Salt, Acidity Regulator (Potassium Carbonate), Stabiliser (Gellan Gum), iodine, Vitamins (B12, D).","Vegetarian, Vegan, Natural flavors, With Sunflower oil",,a,,,[],Mighty Pea Unsweetened M.LK,2.4,0.2,0.3,,0.1
[],Innocent,12.0,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus multifruits",France,e,240.0,0.7,1.2,"Pommes pressées (68%), banane, mangue  (11%), fruit de la passion (3,3%), lait de coco (1,6%), cerises, jus de citron vert, gingembre (0,25%), fibres d'agrumes, vitamines (B2, B3, B6, C).","Sans conservateurs, Sans sucre ajouté, Sans colorants",,c,,"Plastique,Matériau recyclé,Plastique recyclé,Bouteille,Bouchon de bouteille,Matériau recyclable,Plastique recyclable,Bouchon de bouteille de vin","['en:plastic', 'en:recycled-material', 'en:recycled-plastic', 'en:bottle', 'en:bottle-cap', 'en:recyclable-material', 'en:recyclable-plastic', 'en:wine-cork']",Défense,0.0,0.1,0.5,,10.0
"['en:e412', 'en:e415']",Suzi Wan,2.1,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Substituts de produits laitiers, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Crèmes végétales, Crèmes végétales pour cuisiner, Laits et crèmes de coco",France,b,724.0,18.0,0.5,"Extrit de noix de coco, eau, stabilisant (gomme xanthane, gomme de guar)",,,d,,,[],Lait de coco,1.6,0.02,16.0,carrefour.fr,1.8
[],SALVETAT,,"Boissons, Boissons gazeuses, Eaux, Eaux gazeuses",en:fr,not-applicable,,,,"Eau minérale naturelle gazéifiée La Saluetat (99,8%), arôme naturel de citron verdelli de Sicile",Sans conservateurs,,unknown,,,,Salvetat citron verdelli,,,,,
[],Kremly,4.5,"Boissons,Produits laitiers,Produits fermentés,Produits laitiers fermentés,Boissons lactées,Boissons fermentées,Boissons lactées fermentées,Kéfir",France,unknown,188.0,1.5,0.0,"Lait demi-écrémé (99%). vitamine D, ferments lactiques (lait), levures.",,Slovénie,a,,,,Kefir lait fermenté,3.3,0.1,1.1,,4.5
[],Hacendado,4.7,"Bebidas, Lácteos, Comidas fermentadas, Postres, Productos fermentados de la leche, Postres lácteos, Bebida lácteas, en:Fermented dairy desserts, Bebidas fermentadas, Bebidas de leche fermentada, Yogures, Yogures de sabores, Yogures para beber","Portugal,Espanha",d,213.0,0.4,,,Recicla-amarillo,,e,,,[],Yogur Desnatado para Beber Sabor Tropical,7.1,0.14,0.2,Mercadona,4.3
[],Alpro,6.7,"Alimente și băuturi pe bază de plante, Băuturi, Alimente pe bază de plante, en:Cereals and potatoes, en:Dairy substitutes, en:Cereals and their products, en:Milk substitutes, Băuturi din plante, en:Plant-based milk alternatives, en:Cereal-based drinks, en:Oat-based drinks",България,c,247.0,3.0,1.0,"ОВЕСЕНА основа (вода, ОВЕСЕНА 10%), слънчогледово масло, грахов протеин, морска сол, витамини (B2, B12, D2)",en:No lactose,,a,,,[],Напитка овес,0.8,0.000125,0.3,,3.3
[],Evernat,6.0,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Céréales et pommes de terre, Substituts de produits laitiers, Céréales et dérivés, Surgelés, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Boissons végétales de céréales, Boissons à l'avoine",France,b,146.0,1.0,,"Eau, avoine, huile de tournesol pressée à froid, sel marin","Organic, Vegetarian, EU Organic, Vegan, No flavors, AB Agriculture Biologique, en:european-vegetarian-union-vegan",,b,,,[],Douceur avoine sans sucre,0.6,0.03,0.2,,0.5
['en:e412'],Carrefour Bio,3.1,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Substituts de produits laitiers, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Crèmes végétales, Crèmes végétales pour cuisiner, Laits et crèmes de coco",en:fr,a,711.0,17.0,,"Extrait de noix de coco biologique 16 %, eau, stabilisant : gomme guar,","Bio, Bio européen, Agriculture non UE, en:FSC, FSC Mix, Point Vert, Nutriscore, Nutriscore C, AB Agriculture Biologique",,d,Vietnam,"Tetra Pak, Carton, Tetra Prisma","['en:tetra-pak', 'en:cardboard', 'fr:tetra-prisma']",Lait de coco,0.9,0.04,15.0,"Carrefour, carrefour.fr",1.9
[],"Carrefour Bio, Carrefour",8.0,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Céréales et pommes de terre, Substituts de produits laitiers, Céréales et dérivés, Substituts du lait, Fruits à coques et dérivés, Boissons à base de végétaux, Boissons végétales, Boissons végétales de fruits à coque, Boissons végétales de céréales, Boissons au riz, Boissons végétales de noisette","France, Italie, Espagne",b,251.0,2.6,0.6,"Eau, riz bio 14%, pâte de _noisettes_ toastées bio 3%, huile de tournesol bio , sel. 
Peut contenir des traces d'autres fruits à coques.
 ***100% des ingrédients agricoles sont d'origine végétale","Bio, Végétarien, Bio européen, Végétalien, 100% végétal, Agriculture UE, Point Vert, IT-BIO-009, Nutriscore, Nutriscore B, AB Agriculture Biologique",,b,,Brique,['en:brick'],RIZ NOISETTE Sans sucres ajoutés**,0.8,0.1,0.3,"Carrefour, carrefour.fr",4.0
[],,3.1,Beri blonde,en:romania,c,174.0,0.5,,"Apa, malţ din orz, hamei. Continutul în extract al mustului de malt: 11,2° P. Alege să consumi Beck's cu moderație. Ingrediente: apă, malt din orz**, hamei. **Contine gluten. Informatii nutritionale pentru 100 ml produs: Valoare energetică 174 kJ, 41 kcal,",,,not-applicable,,,,Bere,0.5,0.01,0.1,,0.5
"['en:e160a', 'en:e160ai', 'en:e211', 'en:e330', 'en:e440', 'en:e466']",,,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits",en:ma,e,,,,"Eau, jus de fruits à base des concentrés et purées (orange, ananas, pêche, mangue, pomme), sucre, acidiflant: acide citrique, épaississant: pectine, carboxyméthylcellulose , vitamine C, arôme, benzoate de sodium, colorant naturel: Béta carotène. Teneur en fruits: 12%.",,,unknown,Maroc,,,Jutos,,,,,
[],"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour",8.5,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:grapefruit-juices,en:squeezed-juices,en:pink-grapefruit-juices,en:squeezed-grapefruit-juices,en:Pure-grapefruit-juice",France,d,151.0,0.0,,"Jus de pamplemousse rose, pulpe (2%).","en:distributor-labels,en:carrefour-quality,en:green-dot,en:made-in-france,en:pure-juice,Teste-par-le-panel-test-carrefour,Tidy-man,Eco-emballages","Laiterie de Varennes (Filiale Laiterie de Saint-Denis-de-l'Hôtel - LSDH) - 6 Rue de la Bordé - 36210 Val-Fouzon,Indre,Laiterie de Saint-Denis-de-l'Hôtel (LSDH) - 10 Route de l'Aérodrome - Les Grandes Beaugines - 45550 Saint-Denis-de-l'Hôtel,Loiret,Centre-Val de Loire,Jus de Fruits d'Alsace - JFA (Filiale Laiterie de Saint-Denis-de-l'Hôtel - LSDH) - Zone Industrielle Rimsdorf - 67260 Sarre-Union,Bas-Rhin,Alsace-Champagne-Ardenne-Lorraine,France",c,,"Bouteille,Bouchon,Plastique","['bouteille', 'bouchon', 'plastique']","Pamplemousse rose, 100 % Pur Fruit Pressé",0.0,0.0,0.0,Carrefour,8.5
,Tuborg,,"Băuturi, Băuturi alcoolice, Beri",en:romania,d,,,,,,,not-applicable,,,,Tubourg,,,,,
"['en:e407', 'en:e412', 'en:e471', 'en:e501']",Starbucks,8.9,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Produits laitiers, Boissons lactées, Cafés, Laits concentrés, Boissons au café, en:coffee-drinks-with-milk, en:Coffee milks, Café au lait sucré",France,unknown,293.0,2.6,,"Lait (contient 3,1% de matières grasses) 75%, café Arabica Starbucks (eau, extrait de café) 20%, sucre 4,7%, arôme naturel de café, correcteur d'acidité (carbonates de potassium), stabilisants (carraghénanes, gomme guar), émulsifiants (mono-et diglycérides d'acides gras d'origine végétale) ,",,,e,,,[],Café latte,2.8,0.08,1.7,,8.5
[],Bjorg,5.5,"Beverages, en:spelt-milks",France,a,117.0,0.7,,"Eau, Épeautre (_blé_) 8%, Huile de tournesol pressée à froid,  Sel marin","Bio, Bio européen, Agriculture UE, IT-BIO-007, Nutriscore, Nutriscore B, AB Agriculture Biologique, Triman",,b,,"1 brique carton à recycler, 1 bouchon à recycler","['fr:1-bouchon-a-recycler', 'fr:1-brique-carton-a-recycler']",Lait  épeautre  sans  sucre,0.5,0.125,0.1,,0.5
[],Elephant,0.0,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Infusions",en:fr,b,4.0,0.0,0.0,"Camomille¹ (88%), tilleul¹ (8%), feuilles d'oranger¹ (4%). ¹Ingrédients issus de l'agriculture biologique","Bio, Bio européen, AB Agriculture Biologique",,c,,,,Mon infusion Bio Relax,0.1,0.0,0.0,,0.2
,Pilos,4.5,"Beverages, Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, Yogurts, Drinkable yogurts",en:Romania,e,205.0,2.0,,,,,e,,,,Yogurt for drinking,3.2,0.1,1.3,,4.5
['en:e290'],carrefour,0.0,"Boissons, Boissons gazeuses, Eaux, Eaux de sources, Eaux minérales, Eaux gazeuses, Eaux minérales naturelles",France,not-applicable,0.0,0.0,0.0,"EAU MINÉRALE NATURELLE, GAZ CARBONIQUE.","Déconseillé à certaines catégories de personnes, Déconseillé aux enfants de moins de 3 ans, Triman",,a,,,[],eau minerale naturelle finement perillante soirce perle,0.0,0.054,0.0,,0.0
[],CARREFOUR,0.0,"Boissons, Boissons gazeuses, Eaux, Eaux de sources, Eaux gazeuses",en:fr,not-applicable,1.0,0.0,,"Eau minérale naturelle avec adjonction de gaz carbonique (source Vauban) 99,9%, arôme naturel de citron.","Nutriscore, Nutriscore B",,a,,,,Eau intensément pétillante saveur citron,0.0,0.0,0.0,,0.0
[],"Kokaz,Le Fromager des halles",4.4,"Boissons, Produits laitiers, Produits fermentés, Produits laitiers fermentés, Boissons lactées, Boissons fermentées, Boissons lactées fermentées, Kéfir, Lait fermenté à boire nature au lait entier",France,c,243.0,3.0,0.0,"Lait de vache pasteurisé, Kéfir",Sans sucre ajouté,Royaume Uni,e,Royaume-Uni,,,Kéfir,3.3,0.1,1.9,Grand Frais,3.7
"['en:e170', 'en:e170i', 'en:e340', 'en:e418']","Vemondo,Lidl,Grønvang Food ApS",4.1,"Pflanzliche Lebensmittel und Getränke, Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, en:Dairy substitutes, Getreideprodukte, Milchersatz, Pflanzliche Getränke, Pflanzenmilch, Getreidemilch, Hafermilch",Deutschland,b,222.0,3.5,1.1,"Wasser, 8,7% Hafer, Rapsöl, Erbseneiweiß, Meersalz, Stabilisator: Gellan; natürliches Aroma, Zichorienwurzelfasern, Säureregulator: Kaliumphosphate; Calciumcarbonat, Vitamin D, Vitamin B12","Vegetarisch, Vegan, 100% pflanzlich, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegan, FSC, FSC Mix, Reich an Kalzium, Ohne Zuckerzusatz, Laktosefrei, Nutriscore, Nutriscore Note A, Reich an Vitamin B12, Reich an Vitamin D","Vejen,Denmark",a,,"Verbundwerkstoff,Tetra Pak,Tetra Brik Aseptic,84 C/PAP,HDPE 2 - Polyethylen hoher Dichte,Ziegel,Deckel,Dichtung","['en:composite-material', 'en:lid-or-cap', 'en:plastic', 'en:pe-7-polyethylene', 'en:hdpe-2-high-density-polyethylene', 'en:tetra-pak', 'en:brick', 'en:lid', 'en:paper-and-cardboard-plastic-aluminium', 'en:seal', 'en:tetra-brik-aseptic', 'xx:84-c-pap']","No Milk Hafer 3,5% Fett",0.8,0.13,0.3,Lidl,1.2
,ALCALIA,,"Băuturi, Apa, en:Spring waters, en:Mineral waters",en:romania,not-applicable,,,,,,,a,,,,apă minerala naturala necarbogazoasa NATURAL ALCALINA,,,,,
['en:e330'],Teisseire,81.0,"Boissons, Sirops, Sirops aromatisés, Sirops de grenadine, Boissons avec sucre ajouté",en:fr,a,1380.0,0.0,0.0,"Sucre, eau, sirop de glucose-fructose, jus de fruits base de concentrés 13% (fruits rouges 10%: groseille, cassis, sureau, framboise; aronia). acidifiant: acide citrique, arômes naturels.","Metal recycles forever, Triman",,unknown,,,,Sirop de grenadine,0.0,0.0,0.0,,78.0
"['en:e296', 'en:e300', 'en:e330', 'en:e331', 'en:e331iii', 'en:e960a']",Lipton,2.4,"Boissons, Boissons édulcorées, Boissons au thé, Thés glacés, Thé vert glacé Lipton, Surgelés",en:fr,c,43.0,0.0,,"Eau,fructose,sucre,extrait de thé vert⁽¹⁾ (0,12%),acidifiants (acide malique, acide citrique),arômes naturels,jus de pêche à base de concentré (0,1%),correcteur d'acidité (citrate trisodique),antioxydant (acide ascorbique),édulcorant (Glycosides de stéviol issus de Stevia),⁽¹⁾ Certifié Rainforest Alliance.,Plus d'informations sur ra.org.,People and nature = l'humain et la nature.","Point Vert, Rainforest Alliance",,c,,,,"Lipton Thé vert glacé saveur pêche blanche 1,25 L",0.0,0.03,0.0,,2.2
"['en:e296', 'en:e300', 'en:e330', 'en:e331', 'en:e960a']",Lipton,3.1,"Beverages and beverages preparations, Beverages, Frozen foods, Tea-based beverages, Iced teas, en:artificially-sweetened-beverages",en:fr,c,55.0,0.0,0.0,"Eau,sucre,fructose,acidifiants (acide citrique, acide malique),extrait de thé noir⁽¹⁾ (0,12%),jus de citron à base de concentré (0,1%),arômes,antioxydant (acide ascorbique),correcteur d'acidité (citrates de sodium),édulcorant (Glycosides de stéviol issus de Stevia),⁽¹⁾ Certifié Rainforest Alliance. ,Plus d'informations sur ra.org. ,People and nature = l'humain et la nature.","Point Vert, Rainforest Alliance",,c,,,,"Lipton Ice Tea saveur citron citron vert 1,25 L",0.0,0.02,0.0,,3.0
[],Lidl,15.9,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de fruits pur jus, Jus de raisin, Jus de raisin pur jus",France,b,280.0,0.1,0.1,Jus de raisin.,"Bio, Bio européen, en:FSC, FSC Mix, AB Agriculture Biologique, Triman",,e,,,[],Pur jus de raisin bio,0.2,0.01,0.0,,15.9
[],Member's Mark,,"Beverages, Waters, Unsweetened beverages","España,Estados Unidos",not-applicable,,,,"PURIFIED WATER, CALCIUM CHLORIDE, SODIUM BICARBONATE.",,,unknown,,Pet-bottle,['en:pet-bottle'],Purified Water,,,,Sam's Club,
"['en:e300', 'en:e330', 'en:e445']",Plein Sud,70.0,"Boissons, Sirops, Boissons sans alcool, Sirops aromatisés, Sirops de citron, Boissons avec sucre ajouté",France,b,1248.0,0.1,,"Sirop de glucose-fructose, 24% jus de citron à base de concentré, sucre, eau, acidifiant : acide citrique, arôme, antioxydant : acide ascorbique, stabilisant : esters glycériques de résine de bois,","Point Vert, Fabriqué en France, Sans colorants, Triman",France,e,,"Metal,Plastic,Jug","['en:plastic', 'en:metal', 'en:jug']",Sirop de citron,0.1,0.3,0.1,Lidl,65.6
['en:e330'],saguaro,0.0,"Boissons, Eaux, Eaux aromatisées",France,not-applicable,4.0,0.0,,"Eau de source 99%, acidifiant : acide citrique, arôme naturel de citron","Sans conservateurs, Sans colorants",Strasbourg,b,"acide,gras saturé glucide protéine sucre,99%d'eau",Bouteille,['en:bottle'],Saguaro saveur citron sans sucre,0.0,0.0,0.0,lidl,0.0
[],Solevita,9.0,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Fruit juices from concentrate, Orange juices, Orange juices from concentrate","France, en:romania",a,184.0,0.2,0.0,Orange juice from concentrate,"Organic, EU Organic, DE-ÖKO-013, FSC, FSC Mix, Fsc-c020428","Niederrhein Gold Tersteegen GmbH ,Am Holtmannshof 1,47447,Moers,Germany",c,,"Récipient, en:FSC C020428, en:FSC Mixte, en:Green dot, en:SIG, en:brique","['en:container', 'en:fsc-c020428', 'en:fsc-mixte', 'en:green-dot', 'en:sig', 'en:brique']",Solevita,0.7,0.0,0.1,LIDL,9.0
['en:e330'],Bambo,75.0,"Boissons, Sirops, Sirops aromatisés, Sirops de grenadine, Boissons avec sucre ajouté, E",France,a,1272.0,0.5,,"Sucre, sirop de glucose-fructose, eau, jus de fruits à base de concentrés : 11 % (9 % de fruits rouges : aronia, cassis,  framboise, fraise, pomme), acidifiant : acide citrique , arômes,","Bio, Bio européen, Sans conservateurs, Point Vert, Fabriqué en France, Sans colorants, Triman, Eco-emballages","Slaur-Sardet (Filiale La Martiniquaise) - 192 Rue de la Vallée - 76600 Le Havre,Seine-Maritime,Normandie,France",unknown,UE,"Métal, Plastique, Bouteille, Bouchon de bouteille, Bouchon de bouteille de vin","['en:metal', 'en:plastic', 'en:bottle', 'en:bottle-cap', 'en:wine-cork']",Sirop de grenadine FRUIMA,0.5,0.01,0.1,Aldi,72.0
['en:e290'],Rocheval,0.0,"Boissons, Boissons gazeuses, Eaux, Eaux de sources, Eaux minérales, Eaux gazeuses, Boissons sans sucre ajouté, Eaux minérales gazeuses",France,not-applicable,0.0,0.0,0.0,"Eau minérale naturelle, gaz carbonique.",Point Vert,France,a,"France,Arcens","Plastique,Bouteille,Matériau recyclable,Plastique recyclable,Bouchon en plastique","['en:plastic', 'en:bottle', 'en:recyclable-material', 'en:recyclable-plastic', 'fr:bouchon-en-plastique']",Arcens,0.0,0.063,0.0,Aldi,0.0
[],Joker,11.0,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus multifruits, Jus de fruits pur jus, Jus multifruits pur jus","France, Royaume-Uni",e,201.0,0.0,,"Jus de pomme, pêche, orange, ananas, banane, kiwi, mangue, fruit de la passion,","Peu ou pas de sucre, Sans conservateurs, Sans sucre ajouté, Nutriscore, Nutriscore C",,c,,"Plastique, Bouchon de bouteille, Brique, Carton, Bouchon de bouteille de vin","['en:plastic', 'en:bottle-cap', 'en:brick', 'en:cardboard', 'en:wine-cork']",LE PUR JUS Multifruit - Brique 2L,0.5,0.0,0.0,carrefour.fr,9.8
